layer,head,entropy,entropy_norm,entropy_no_sink,sink_mass,n_sentences,diffusion_time
6,1,0.8380232587456703,0.2935018875077367,0.8353221528977156,0.110556025498081,400,63
6,2,0.8874830317497253,0.31467343878000975,0.871088414862752,0.09816450467682443,400,63
6,3,1.2332875096797944,0.44074417039752006,1.182497399300337,0.09090520506142638,400,63
6,4,1.0170576183497906,0.36139400843530894,0.9802256470918655,0.09104358196607791,400,63
6,5,1.359906729310751,0.4869444040581584,1.3100922361016274,0.028426041789643933,400,63
6,6,0.7289513774216175,0.25506075713783505,0.721335953772068,0.09138037295895629,400,63
6,7,2.08486175134778,0.7346850986778736,2.0278692397475244,0.037663860089960505,400,63
6,8,2.045472015738487,0.710859520509839,2.061575054973364,0.25902757483534516,400,63
6,9,2.211358866393566,0.7724594934284688,2.1492094561457633,0.046991256217006595,400,63
6,10,2.005126042962074,0.7007622299343348,1.9658709940314294,0.06660034378059208,400,63
6,11,2.068100420087576,0.7302840759605169,1.9767993976175786,0.0960373619152233,400,63
6,12,1.9395830702781678,0.69065429341048,1.8521236643195151,0.08280081834178418,400,63
6,13,2.0212859684228897,0.7123416684567928,1.9888308104872703,0.2042236216273159,400,63
6,14,2.3694918781518934,0.8269951359927654,2.4318051534891127,0.2451291888207197,400,63
6,15,1.8587456867098808,0.6503131455183029,1.8122137527167796,0.1748263305099681,400,63
6,16,1.9658160331845282,0.697919381633401,1.9283625134825706,0.018234417672501876,400,63
6,17,2.0027259773015977,0.7055527103692293,1.9393827757239341,0.035814081422286106,400,63
6,18,2.052979464530945,0.7277466568350792,1.956924691647291,0.1039465955668129,400,63
6,19,1.4104615453258156,0.5180713048018515,1.3579541116207838,0.13797859295969828,400,63
6,20,1.5749325700104237,0.5526326655596495,1.5877248567342759,0.22560168778290973,400,63
6,21,1.4523373404145241,0.5191984409838915,1.3990467730164529,0.046691391767235475,400,63
6,22,1.5447196853160858,0.553071865066886,1.5073553377389908,0.021773037828388624,400,63
6,23,1.7252605757117272,0.6056549214571715,1.6779830530285835,0.04473699245019816,400,63
6,24,1.6035243026912211,0.5722104877978563,1.5369834128022193,0.11579841252299956,400,63
6,25,1.616523221731186,0.5776314448565245,1.5674064816534519,0.07824029552051798,400,63
6,26,1.4013490903377532,0.49836629778146746,1.3526622956991197,0.1734189186198637,400,63
6,27,1.657036539018154,0.5815253596007824,1.594013738334179,0.17965971378609538,400,63
7,0,1.8668685245513916,0.6664591012895107,1.7911201037466526,0.08598501801025123,400,63
7,1,2.143065605908632,0.7560301002860069,2.083837525099516,0.05051344256731682,400,63
7,2,1.2838920855522156,0.4564767123013735,1.2375325851142407,0.053678854962345215,400,63
7,3,1.8376218059659004,0.6403536152094602,1.7804929266870022,0.27157664179801944,400,63
7,4,1.7951882407069206,0.6351040277630091,1.6945863769948482,0.12484108073404059,400,63
7,5,1.6819354078173638,0.6024144499748946,1.6321356481313705,0.04216470092302188,400,63
7,6,1.614885332584381,0.5712464565038681,1.5607307799160481,0.03511808352544904,400,63
7,7,1.7066319710016251,0.6031813472509384,1.6509968045353889,0.04972068622824736,400,63
7,8,1.7092671824991703,0.6082926373928785,1.6435140779614448,0.05725984118238557,400,63
7,9,1.6387184998393058,0.583238380625844,1.5798440062999726,0.052801896104356275,400,63
