treebank,timestep,normalized_progress,layer,head,entropy_mean,entropy_normalized,entropy_no_bos,bos_sink_mass,n_seeds
UD_English-EWT,0,0.0,3,5,0.7611639314417631,0.3220533974407638,1.8745944780078743,0.7501505084050809,3
UD_English-EWT,0,0.0,3,6,0.9744865777469723,0.3859540900531037,1.3031611544349806,0.6930578408834062,3
UD_English-EWT,0,0.0,3,7,0.7371041549094878,0.3150185907267217,2.1927287549269003,0.7457455322146416,3
UD_English-EWT,0,0.0,3,8,0.6354698155818334,0.27678582082436387,2.620816607292884,0.7918640997036884,3
UD_English-EWT,0,0.0,3,9,0.5624909398242668,0.2498165049610527,2.5014228579776536,0.8220467262499319,3
UD_English-EWT,0,0.0,3,10,0.8592018951035914,0.3564035720319126,1.4099264149783088,0.712763809115509,3
UD_English-EWT,0,0.0,3,11,0.760282974140566,0.3218247545425032,1.8655933591186022,0.7491541933777229,3
UD_English-EWT,0,0.0,3,12,0.7469355434566086,0.3179113919963765,1.9094491221539964,0.7520428011244763,3
UD_English-EWT,0,0.0,3,13,0.9070182934077712,0.36894986827353965,1.676211714093151,0.7118985129347264,3
UD_English-EWT,0,0.0,3,14,0.7445498214413723,0.3178899210312816,1.6712940294560188,0.7477608411242076,3
UD_English-EWT,0,0.0,3,15,0.9078101394443564,0.3703413413369347,1.5931556798069855,0.7042821486343126,3
UD_English-EWT,0,0.0,3,16,0.8614873647526965,0.35418653314108733,1.7474127094276615,0.7265120464392373,3
UD_English-EWT,0,0.0,3,17,0.5056209745257075,0.2279636320070226,2.546123896303073,0.8388953638044211,3
UD_English-EWT,0,0.0,3,18,0.7579805657593278,0.3209241728954872,2.263535772679282,0.749660522906018,3
UD_English-EWT,0,0.0,3,19,1.204356338645591,0.46407946592064503,1.2484190198567395,0.5820460989664161,3
UD_English-EWT,0,0.0,3,20,0.7681729648811896,0.3243851324599338,1.6161819691540764,0.7467872298683952,3
